Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
36449535,"Columbus Day (Expeditionary Force, #1)",Craig Alanson,"Alanson, Craig",,"=""1520126247""","=""9781520126241""",0,Independently published,Paperback,299,2017,2016,,2018/11/23,to-read,to-read (#248),to-read,,,,0,0
30342581,"SpecOps (Expeditionary Force, #2)",Craig Alanson,"Alanson, Craig",,"=""""","=""""",4,,ebook,277,2016,2016,2019/01/24,2018/12/17,to-read,to-read (#247),to-read,,,,1,0
36476017,Chasing New Horizons: Inside Humankind's First Mission to Pluto,Alan Stern,"Stern, Alan",David Grinspoon,"=""1250295947""","=""9781250295941""",0,Macmillan Audio,Audiobook,,2018,2018,2019/01/24,2019/01/24,,,read,,,,1,0
96948771,Rocket Men,Robert Kurson,"Kurson, Robert",,"=""""","=""""",0,,,,,2019/03/19,2019/03/19,,,read,,,,1,0
49661162,"Randomize (Forward Collection, #6)",Andy Weir,"Weir, Andy",,"=""1542044251""","=""9781542044257""",0,Amazon Original Stories,Kindle Edition,28,2019,2019,2019/09/23,2019/09/23,,,read,,,,1,0
23443434,Horus Rising (Horus Heresy #1),Dan Abnett,"Abnett, Dan",Toby Longworth,"=""1782514600""","=""9781782514602""",0,Black Library,MP3 CD,,2014,2006,2019/12/19,2019/12/19,,,read,,,,1,0
23159395,False Gods (Horus Heresy #2),Graham McNeill,"McNeill, Graham","Toby Longworth, Jai Channa","=""1782514597""","=""9781782514596""",0,Black Library,MP3 CD,,2014,2006,2019/12/20,2019/12/20,,,read,,,,1,0
23443409,Galaxy in Flames (The Horus Heresy #3),Ben Counter,"Counter, Ben",,"=""1782518703""","=""9781782518709""",0,Black Library,Audiobook,,2014,2006,,2019/12/31,to-read,to-read (#246),to-read,,,,0,0
23525206,Fulgrim (The Horus Heresy #5),Graham McNeill,"McNeill, Graham",,"=""1782510362""","=""9781782510369""",0,The Black Library,Audiobook,,2013,2007,2020/01/26,2020/01/26,,,read,,,,1,0
219040669,The Rules of Backyard Cricket,Jock Serong,"Serong, Jock",,"=""""","=""9781925355215""",0,Text Publishing Company,Paperback,,,,,2020/02/04,to-read,to-read (#245),to-read,,,,0,0
23525202,Descent of Angels (The Horus Heresy #6),Mitchel Scanlon,"Scanlon, Mitchel",,"=""1782510478""","=""9781782510475""",0,The Black Library,Audiobook,,2013,2007,2020/02/16,2020/02/16,,,read,,,,1,0
23853942,Legion (The Horus Heresy #7),Dan Abnett,"Abnett, Dan",,"=""1782511717""","=""9781782511717""",0,The Black Library,Audiobook,,2014,2008,2020/02/23,2020/02/23,,,read,,,,1,0
57770537,"Red Rising (Red Rising Saga, #1)",Pierce Brown,"Brown, Pierce",Tim Gerard Reynolds,"=""1470380285""","=""9781470380281""",0, Recorded Books Audio,Audiobook,,2014,2014,2020/03/30,2020/03/30,,,read,,,,1,0
30078567,"The Collapsing Empire (The Interdependency, #1)",John Scalzi,"Scalzi, John",,"=""0765388898""","=""9780765388896""",0,Tor Books,ebook,336,2017,2017,2020/05/03,2020/04/18,to-read,to-read (#244),to-read,,,,1,0
18007564,The Martian,Andy Weir,"Weir, Andy",,"=""0804139024""","=""9780804139021""",0,Crown Publishers,Hardcover,369,2014,2011,,2020/06/03,to-read,to-read (#243),to-read,,,,0,0
42773046,Mogworld,Yahtzee Croshaw,"Croshaw, Yahtzee",,"=""1936455277""","=""9781936455270""",0,Open Book Audio,Audiobook,13,2012,2010,2020/06/03,2020/06/03,,,read,,,,1,0
37655505,"Scrublands (Martin Scarsden, #1)",Chris Hammer,"Hammer, Chris",,"=""1760632988""","=""9781760632984""",0,Allen & Unwin,Paperback,496,2018,2018,,2020/08/04,to-read,to-read (#242),to-read,,,,0,0
9851398,The Silver Pigs (Marcus Didius Falco Series #1),Lindsey Davis,"Davis, Lindsey",Christian Rodska,"=""1405627905""","=""9781405627900""",0,AudioGO,MP3 Book,0,2010,1989,2020/08/15,2020/08/15,,,read,,,,1,0
19400,The Decline and Fall of the Roman Empire,Edward Gibbon,"Gibbon, Edward","Daniel J. Boorstin, Giovanni Battista Piranesi, Hans-Friedrich Mueller","=""""","=""""",0,Modern Library,Paperback,1312,2003,1776,,2020/09/08,to-read,to-read (#241),to-read,,,,0,0
34268,"Peter Pan (Peter Pan, #2)",J.M. Barrie,"Barrie, J.M.",Michael Hague,"=""0805072454""","=""9780805072457""",0,Henry Holt and Co.,Hardcover,155,2003,1911,,2020/12/17,to-read,to-read (#240),to-read,,,,0,0
35827220,"Dogs of War (Dogs of War, #1)",Adrian Tchaikovsky,"Tchaikovsky, Adrian",,"=""""","=""""",0,Head of Zeus,ebook,262,2017,2017,2021/01/19,2020/10/10,,,read,,,,1,0
21411747,"The Suspect (Joseph O'Loughlin, #1)",Michael Robotham,"Robotham, Michael",,"=""0316252247""","=""9780316252249""",0,"Little, Brown and Company",Kindle Edition,455,2014,2004,,2021/05/20,to-read,to-read (#239),to-read,,,,0,0
49549330,The Hidden Life of Trees,Peter Wohlleben,"Wohlleben, Peter",,"=""""","=""""",0,,,,,,,2021/06/02,to-read,to-read (#238),to-read,,,,0,0
33291150,"Words of Radiance (The Stormlight Archive, #2)",Brandon Sanderson,"Sanderson, Brandon",,"=""1409126897""","=""9781409126898""",0,Orion,Audiobook,0,2014,2014,,2021/07/05,to-read,to-read (#237),to-read,,,,0,0
52578297,"The Midnight Library (The Midnight World, #1)",Matt Haig,"Haig, Matt",,"=""0525559477""","=""9780525559474""",0,Viking,Hardcover,288,2020,2020,,2021/08/03,to-read,to-read (#236),to-read,,,,0,0
49021976,"Rhythm of War (The Stormlight Archive, #4)",Brandon Sanderson,"Sanderson, Brandon",,"=""0765326388""","=""9780765326386""",0,Tor Books,Hardcover,1232,2020,2020,,2021/09/05,to-read,to-read (#235),to-read,,,,0,0
144790,"Ice Station (Shane Schofield, #1)",Matthew Reilly,"Reilly, Matthew",,"=""0312971230""","=""9780312971236""",0,St. Martin's Paperbacks,Mass Market Paperback,513,2000,1998,,2021/10/30,to-read,to-read (#234),to-read,,,,0,0
49354511,The Dictionary of Lost Words,Pip Williams,"Williams, Pip",,"=""1925972593""","=""9781925972597""",5,Affirm Press,Paperback,384,2021,2020,2025/10/12,2025/10/07,to-read,to-read (#233),to-read,,,,1,0
199762082,The Ruin: A Cormac Reilly Novel,Dervla McTiernan,"McTiernan, Dervla",,"=""""","=""""",0,HarperAudio,Audible Audio,,2018,2018,,2021/12/07,to-read,to-read (#232),to-read,,,,0,0
59727959,Termination Shock,Neal Stephenson,"Stephenson, Neal",,"=""""","=""""",0,,,,,2022/02/20,2022/02/20,,,read,,,,1,0
55762354,The Invisible Life of Addie LaRue,V.E. Schwab,"Schwab, V.E.",Julia  Whelan,"=""1004019440""","=""9781004019441""",4,W. F. Howes Audio,Audiobook,17,2020,2020,,2026/04/20,to-read,to-read (#231),to-read,,,,0,0
53952835,Honeybee,Craig Silvey,"Silvey, Craig",,"=""1760877220""","=""9781760877224""",0,Allen & Unwin,Paperback,421,2020,2020,,2022/03/31,to-read,to-read (#230),to-read,,,,0,0
60473530,The Captain’s Daughter (Arkship #2),Peter F. Hamilton,"Hamilton, Peter F.",Elizabeth Klett,"=""1705245307""","=""9781705245309""",0,Tantor Audio,Audiobook,10,2022,2022,2022/08/11,2022/08/11,,,read,,,,1,0
58873666,"Neuromancer (Sprawl, #1)",William Gibson,"Gibson, William",Jason Flemyng,"=""1004055064""","=""9781004055067""",4,W. F. Howes Ltd,Audiobook,9,2024,1984,,2026/04/20,to-read,to-read (#229),to-read,,,,0,0
337116,The Difference Engine,William Gibson,"Gibson, William",Bruce Sterling,"=""055329461X""","=""9780553294613""",3,Spectra,Mass Market Paperback,429,1992,1990,2022/12/30,2022/10/22,to-read,to-read (#228),to-read,,,,1,0
30747539,"Mass Effect: Initiation (Mass Effect: Andromeda, #2)",N.K. Jemisin,"Jemisin, N.K.",Mac Walters,"=""1785651609""","=""9781785651601""",0,Titan Books,Mass Market Paperback,302,2017,2017,,2022/10/28,to-read,to-read (#227),to-read,,,,0,0
34849489,"The Last Man Who Knew Everything: The Life and Times of Enrico Fermi, Father of the Nuclear Age",David N. Schwartz,"Schwartz, David N.",,"=""147892361X""","=""9781478923619""",0,Basic Books,Audiobook,,2017,2017,,2023/01/05,to-read,to-read (#226),to-read,,,,0,0
9279303,"The Blade Itself (The First Law, #1)",Joe Abercrombie,"Abercrombie, Joe",Steven Pacey,"=""140911144X""","=""9781409111443""",0,Orion Publishing Group,Audiobook,23,2010,2006,2023/01/05,2023/01/05,,,read,,,,1,0
58545350,Firepower: How Weapons Shaped Warfare,Paul Lockhart,"Lockhart, Paul",,"=""1549109782""","=""9781549109782""",0,Basic Books,Audiobook,,2021,2021,2023/01/05,2023/01/05,,,read,,,,1,0
35272117,The Storm Before the Storm: The Beginning of the End of the Roman Republic,Michael  Duncan,"Duncan, Michael",,"=""1478999640""","=""9781478999645""",0,PublicAffairs,Audiobook,,2017,2017,,2023/01/27,to-read,to-read (#225),to-read,,,,0,0
54061753,The Three-Body Problem (Remembrance of Earth’s Past #1),Liu Cixin,"Cixin, Liu",Bruno Roubicek,"=""1510003975""","=""9781510003972""",0,Avid Audiobooks,Audiobook,15,2015,2006,2023/01/29,2023/01/29,,,read,,,,1,0
13619600,Dealers of Lightning,Michael A. Hiltzik,"Hiltzik, Michael A.",Forrest Sawyer,"=""0061127450""","=""9780061127458""",0,HarperAudio,Audiobook,,2005,2000,,2023/03/02,to-read,to-read (#224),to-read,,,,0,0
35667265,Guns of the Dawn,Adrian Tchaikovsky,"Tchaikovsky, Adrian",Emma Newman,"=""150986461X""","=""9781509864614""",0,Pan,Audiobook,672,2017,2015,2023/05/06,2023/05/06,,,read,,,,1,0
40727353,Sapiens: A Brief History of Humankind,Yuval Noah Harari,"Harari, Yuval Noah",Derek Perkins,"=""1473523788""","=""9781473523784""",0,Random House,Audiobook,16,2015,2011,2023/05/21,2023/05/21,,,read,,,,1,0
250182888,"City of Last Chances (The Tyrant Philosophers, #1)",Adrian Tchaikovsky,"Tchaikovsky, Adrian",David Thorpe,"=""1801108463""","=""9781801108461""",0,W. F. Howes Ltd,Audiobook,21,2022,2022,2023/05/30,2023/05/30,,,read,,,,1,0
216170860,"Lords of Uncreation (The Final Architecture, #3)",Adrian Tchaikovsky,"Tchaikovsky, Adrian",Sophie Aldred,"=""1529052025""","=""9781529052022""",0,Tor,Audiobook,20,2023,2023,2023/07/28,2023/07/28,,,read,,,,1,0
17883438,"The Traders' War (The Merchant Princes, #3-4)",Charles Stross,"Stross, Charles",,"=""""","=""""",0,Tor,Kindle Edition,625,2013,2013,,2024/05/02,to-read,to-read (#223),to-read,,,,1,0
8507168,"Last Argument of Kings (The First Law, #3)",Joe Abercrombie,"Abercrombie, Joe",Steven Pacey,"=""1409111466""","=""9781409111467""",0,Orion Publishing Group,Audiobook,27,2010,2008,2023/09/29,2023/09/29,,,read,,,,1,0
9299908,"Before They Are Hanged (The First Law, #2)",Joe Abercrombie,"Abercrombie, Joe",Steven Pacey,"=""1409111458""","=""9781409111450""",0,Orion Publishing Group,Audiobook,23,2010,2007,2023/10/18,2023/10/18,,,read,,,,1,0
9301037,Best Served Cold,Joe Abercrombie,"Abercrombie, Joe",Michael  Page,"=""1409132617""","=""9781409132615""",0,Orion,Audiobook,28,2010,2009,2023/11/23,2023/11/23,,,read,,,,1,0
180290778,"System Collapse (The Murderbot Diaries, #7)",Martha Wells,"Wells, Martha",Kevin R. Free,"=""1705041027""","=""9781705041024""",0,Recorded Books,Audiobook,0,2023,2023,2023/12/18,2023/12/18,,,read,,,,1,0
45245,"The Reality Dysfunction (Night's Dawn, #1)",Peter F. Hamilton,"Hamilton, Peter F.",,"=""0330340328""","=""9780330340328""",0,Pan Books,Mass Market Paperback,1223,1997,1996,2024/02/26,2024/01/31,to-read,to-read (#222),to-read,,,,1,0
9300810,The Heroes,Joe Abercrombie,"Abercrombie, Joe",Michael  Page,"=""1409130770""","=""9781409130772""",0,Orion,Audiobook,20,2011,2011,2024/02/16,2024/02/16,,,read,,,,1,0
53181136,Homo Deus: A History of Tomorrow,Yuval Noah Harari,"Harari, Yuval Noah",,"=""1473545579""","=""9781473545571""",0,Vintage Digital,Audiobook,,2016,2015,,2024/04/21,to-read,to-read (#221),to-read,,,,0,0
222007065,"Guards! Guards! (Discworld, #8; City Watch, #1)",Terry Pratchett,"Pratchett, Terry","Jon Culshaw, Peter Serafinowicz, Bill Nighy, Ben Aaronovitch","=""1473588162""","=""9781473588165""",0,Penguin Audio,Audiobook,13,2023,1989,2024/06/11,2024/06/11,,,read,,,,1,0
244501443,Alien Clay,Adrian Tchaikovsky,"Tchaikovsky, Adrian",Ben Allen,"=""1035013789""","=""9781035013784""",0,Tor,Audiobook,14,2024,2024,2024/07/10,2024/07/10,,,read,,,,1,0
212795119,Walking to Aldebaran,Adrian Tchaikovsky,"Tchaikovsky, Adrian",,"=""1630154431""","=""9781630154431""",4,"Tantor Media, Inc",Audiobook,4,2019,2019,,2026/04/20,to-read,to-read (#220),to-read,,,,0,0
18489276,"The Novels of Alexander Great: Fire from Heaven, The Persian Boy. Funeral Games",Mary Renault,"Renault, Mary",Tom Holland,"=""""","=""""",0,Open Road Media,Kindle Edition,1437,2013,1984,,2024/09/23,to-read,to-read (#219),to-read,,,,0,0
60484024,The Mercy of Gods (The Captive's War #1),James S.A. Corey,"Corey, James S.A.",Jefferson Mays,"=""1501995847""","=""9781501995842""",0,Recorded Books,Audiobook,15,2024,2024,,2024/09/24,to-read,to-read (#218),to-read,,,,0,0
213891870,The Book of Elsewhere,Keanu Reeves,"Reeves, Keanu",China Miéville,"=""1804940445""","=""9781804940440""",0,Penguin,Audiobook,,2024,2024,2024/12/05,2024/12/05,,,read,,,,1,0
205774097,Exodus: The Archimedes Engine,Peter F. Hamilton,"Hamilton, Peter F.",,"=""0593357671""","=""9780593357675""",0,Random House Worlds,Kindle Edition,912,2024,2024,2025/02/18,2025/02/18,,,read,,,,1,0
242391563,"In the Shadow of Lightning (Glass Immortals, #1)",Brian  McClellan,"McClellan, Brian",Damian Lynch,"=""1250856167""","=""9781250856166""",0,Macmillan Audio,Audiobook,,2022,2022,2025/03/03,2025/03/03,,,read,,,,1,0
199798188,Saturation Point (Terrible Worlds: Transformations),Adrian Tchaikovsky,"Tchaikovsky, Adrian",,"=""1837861749""","=""9781837861743""",0,Solaris,Hardcover,165,2024,2024,,2025/04/07,to-read,to-read (#217),to-read,,,,0,0
231393672,"The Devils (The Devils, #1)",Joe Abercrombie,"Abercrombie, Joe",Steven Pacey,"=""1399603604""","=""9781399603607""",0,Gollancz,Audiobook,26,2025,2025,2025/05/09,2025/05/09,,,read,,,,1,0
53040733,"Half a King (Shattered Sea, #1)",Joe Abercrombie,"Abercrombie, Joe",Ben Elliot,"=""0007553560""","=""9780007553563""",0,HarperCollins,Audible Audio,,2014,2014,2025/06/10,2025/06/10,,,read,,,,1,0
29246351,"Half the World (Shattered Sea, #2)",Joe Abercrombie,"Abercrombie, Joe",Ben Elliot,"=""0007553579""","=""9780007553570""",0,,Audiobook,0,2015,2015,2025/06/17,2025/06/17,,,read,,,,1,0
43845505,"Half a War (Shattered Sea, #3)",Joe Abercrombie,"Abercrombie, Joe",Ben Elliot,"=""0007553587""","=""9780007553587""",0,HarperCollins,Audiobook,0,2015,2015,2025/06/17,2025/06/17,,,read,,,,1,0
13571192,The Brothers Karamazov,Fyodor Dostoevsky,"Dostoevsky, Fyodor",Simon Vance,"=""1596440775""","=""9781596440777""",0,Hovel Audio,Audiobook,,2005,1880,,2025/06/18,to-read,to-read (#216),to-read,,,,0,0
87591651,The Stand,Stephen  King,"King, Stephen",Grover Gardner,"=""""","=""""",0,BBC Audio,Audiobook,,2021,1978,,2025/07/13,to-read,to-read (#215),to-read,,,,1,0
7985887,The Count of Monte Cristo,Alexandre Dumas,"Dumas, Alexandre",Bill Homewood,"=""9626341343""","=""9789626341346""",0,Naxos Audio Books,Audio CD,0,2010,1844,2025/11/11,2025/11/11,,,read,,,,1,0
243404495,Starseer's Ruin (Warhammer Age of Sigmar),Adrian Tchaikovsky,"Tchaikovsky, Adrian",,"=""1836093713""","=""9781836093718""",0,Black Library,Kindle Edition,309,2025,,,2025/11/26,to-read,to-read (#214),to-read,,,,0,0
250183052,And Put Away Childish Things,Adrian Tchaikovsky,"Tchaikovsky, Adrian",,"=""""","=""9798350874686""",0,Tantor Media,Audiobook,5,2023,2023,,2025/11/29,to-read,to-read (#213),to-read,,,,0,0
57514152,"The Lies of Locke Lamora (Gentleman Bastard, #1)",Scott Lynch,"Lynch, Scott",Michael  Page,"=""1409133877""","=""9781409133872""",0,Orion,Audiobook,22,2011,2006,,2025/11/29,to-read,to-read (#212),to-read,,,,0,0
58416952,"The Will of the Many (Hierarchy, #1)",James Islington,"Islington, James",,"=""1982141190""","=""9781982141196""",0,Gallery / Saga Press,Kindle Edition,639,2023,2023,,2026/04/14,to-read,to-read (#211),to-read,,,,1,0
77566,"Hyperion (Hyperion Cantos, #1)",Dan Simmons,"Simmons, Dan",,"=""0553283685""","=""9780553283686""",0,Bantam Doubleday Dell Publishing Group,Mass Market Paperback,500,1990,1989,,2026/04/20,to-read,to-read (#210),to-read,,,,0,0
60478305,The Captain's Daughter (Arkship #2),Peter F. Hamilton,"Hamilton, Peter F.",Elizabeth Klett,"=""""","=""""",4,Tantor Audio,Audible Audio,10,2021,2022,,2026/04/20,,,read,,,,0,0
58319451,One Chance,Caroline Overington,"Overington, Caroline",Luke Arnold,"=""""","=""""",3,Audible Studios,Audible Audio,5,2021,,,2026/04/20,,,read,,,,0,0
46266219,Scrublands,Chris Hammer,"Hammer, Chris",Dorje Swallow,"=""""","=""""",4,Wavesound Audiobooks,Audible Audio,14,2018,2018,,2026/04/20,,,read,,,,0,0
45298583,Sapiens: A Brief History of Humankind,Yuval Noah Harari,"Harari, Yuval Noah",,"=""""","=""""",4,Random House Audiobooks,Audible Audio,,2015,2011,,2026/04/20,,,read,,,,0,0
57938298,"Suspect (Joseph O'Loughlin, #1)",Michael Robotham,"Robotham, Michael",Crispin Redman,"=""""","=""""",4,W. F. Howes Ltd,Audible Audio,12,2007,2004,,2026/04/20,,,read,,,,0,0
53249776,"Network Effect (The Murderbot Diaries, #5)",Martha Wells,"Wells, Martha",Kevin R. Free,"=""1980021716""","=""9781980021711""",4,Recorded Books,Audiobook,13,2020,2020,2023/12/18,2026/04/20,,,read,,,,1,0
57873772,"Fugitive Telemetry (The Murderbot Diaries, #6)",Martha Wells,"Wells, Martha",Kevin R. Free,"=""1980080631""","=""9781980080633""",4," Recorded Books, Inc.",Audiobook,5,2021,2021,2023/12/18,2026/04/20,,,read,,,,1,0
55661508,Hero of Two Worlds: The Marquis de Lafayette in the Age of Revolution,Mike     Duncan,"Duncan, Mike",,"=""1549173480""","=""9781549173486""",4,PublicAffairs,Audiobook,18,2021,2021,2023/01/29,2026/04/20,,,read,,,,1,0
56645590,"Children of Ruin (Children of Time, #2)",Adrian Tchaikovsky,"Tchaikovsky, Adrian",Mel Hudson,"=""1509865845""","=""9781509865840""",4,,Audiobook,,2019,2019,2023/01/17,2026/04/20,,,read,,,,1,0
60804672,"Shards of Earth (The Final Architecture, #1)",Adrian Tchaikovsky,"Tchaikovsky, Adrian",Sophie Aldred,"=""1529051924""","=""9781529051926""",4, Pan Macmillan - Tor,Audiobook,457,2021,2021,2022/05/24,2026/04/20,,,read,,,,1,0
223296158,Slow Gods,Claire North,"North, Claire",,"=""0316586307""","=""9780316586306""",0,Orbit,Paperback,448,2025,2025,,2026/04/20,to-read,to-read (#209),to-read,,,,0,0
54659324,"Dungeon Crawler Carl (Dungeon Crawler Carl, #1)",Matt Dinniman,"Dinniman, Matt",,"=""""","=""""",0,Dandy House,Kindle Edition,464,2020,2020,,2026/04/20,to-read,to-read (#208),to-read,,,,0,0
27833670,Dark Matter,Blake Crouch,"Crouch, Blake",,"=""1101904224""","=""9781101904220""",0,Ballantine Books,Hardcover,342,2016,2016,,2026/04/20,to-read,to-read (#207),to-read,,,,0,0
33574273,"A Wrinkle in Time (Time Quintet, #1)",Madeleine L'Engle,"L'Engle, Madeleine",,"=""1250153271""","=""9781250153272""",0,Square Fish,Paperback,218,2017,1962,,2026/04/20,to-read,to-read (#206),to-read,,,,0,0
5471,Nineteen Eighty-Four,George Orwell,"Orwell, George","Daniel Lagin, Thomas Pynchon, Erich Fromm","=""""","=""""",0,Plume,Paperback,339,2003,1948,,2026/04/20,to-read,to-read (#205),to-read,,,,0,0
5129,Brave New World,Aldous Huxley,"Huxley, Aldous",,"=""0060929871""","=""9780060929879""",0,HarperPerennial / Perennial Classics,Paperback,288,1998,1932,,2026/04/20,to-read,to-read (#204),to-read,,,,0,0
48643567,The Doors of Eden,Adrian Tchaikovsky,"Tchaikovsky, Adrian",,"=""""","=""9781509865925""",4,Tor,ebook,609,2020,2020,2026/04/14,2026/04/06,,,read,,,,1,0
7126,The Count of Monte Cristo,Alexandre Dumas,"Dumas, Alexandre",Robin Buss,"=""0140449264""","=""9780140449266""",2,Penguin Classics,Paperback,1276,2003,1844,,2025/11/14,did-not-finish,did-not-finish (#6),did-not-finish,"Had me hooked initially, but drags on and on and felt like it wasn't going anywhere...",,,1,0
31138556,Homo Deus: A History of Tomorrow,Yuval Noah Harari,"Harari, Yuval Noah",,"=""""","=""""",0,Harper,ebook,450,2017,2015,,2024/04/20,did-not-finish,did-not-finish (#5),did-not-finish,,,,1,0
1101290,Dealers of Lightning: Xerox PARC and the Dawn of the Computer Age,Michael A. Hiltzik,"Hiltzik, Michael A.",,"=""0887309895""","=""9780887309892""",0,Harper Business,Paperback,480,2000,2000,,2023/05/05,did-not-finish,did-not-finish (#4),did-not-finish,,,,0,0
33032770,"Nexus Uprising (Mass Effect: Andromeda, #1)",Jason M. Hough,"Hough, Jason M.",K.C. Alexander,"=""1785651560""","=""9781785651564""",0,Titan Books,Paperback,475,2017,2017,,2023/01/21,did-not-finish,did-not-finish (#3),did-not-finish,,,,0,0
35300138,"Savage (Dragonrider Legacy, #1)",Nicole Conway,"Conway, Nicole",,"=""""","=""""",0,"Month9Books, LLC",Kindle Edition,296,2017,2017,,2020/07/21,did-not-finish,did-not-finish (#2),did-not-finish,,,,0,0
2322177,"Battle for the Abyss (The Horus Heresy, #8)",Ben Counter,"Counter, Ben",,"=""1844165493""","=""9781844165490""",0,Black Library,Mass Market Paperback,416,2008,2008,,2019/12/23,did-not-finish,did-not-finish (#1),did-not-finish,,,,0,0
223296276,Dark Squares: How Chess Saved My Life,Danny Rensch,"Rensch, Danny",,"=""1541703286""","=""9781541703285""",0,PublicAffairs,Hardcover,368,2025,,,2026/01/12,to-read,to-read (#203),to-read,,,,0,0
45154547,"A Desolation Called Peace (Teixcalaan, #2)",Arkady Martine,"Martine, Arkady",,"=""125018648X""","=""9781250186485""",3,Tor Books,Kindle Edition,496,2021,2021,2025/11/10,2025/10/13,,,read,,,,1,0
888628,Neuromancer (Sprawl #1),William Gibson,"Gibson, William",Jack Womack,"=""""","=""""",5,Ace Books,Paperback,278,2000,1984,,2012/12/26,,,read,,,,1,0
22328,Neuromancer (Sprawl #1),William Gibson,"Gibson, William",,"=""""","=""""",5,Ace Books,Mass Market Paperback,271,1985,1984,,2012/12/26,,,read,,,,1,0
968868,The Book of the New Sun,Gene Wolfe,"Wolfe, Gene",,"=""1568658079""","=""9781568658070""",0,SFBC,Hardcover,950,1998,1983,,2025/08/06,to-read,to-read (#202),to-read,,,,0,0
36402034,Do Androids Dream of Electric Sheep?,Philip K. Dick,"Dick, Philip K.",,"=""""","=""""",0,Ballantine Books,ebook,258,2008,1968,,2025/08/06,to-read,to-read (#201),to-read,,,,0,0
71481407,Roadside Picnic / Piknik na obochine,Arkady Strugatsky,"Strugatsky, Arkady",,"=""5170617704""","=""9785170617708""",0,AST,Hardcover,0,2009,1972,,2025/08/06,to-read,to-read (#200),to-read,,,,0,0
95558,Solaris,Stanisław Lem,"Lem, Stanisław","Steve Cox, Joanna Kilmartin","=""""","=""""",0,Harcourt,Paperback,204,2002,1961,,2025/08/06,to-read,to-read (#199),to-read,,,,0,0
93269,Earth Abides,George R. Stewart,"Stewart, George R.",,"=""0345487133""","=""9780345487131""",0,Del Rey,Paperback,345,2006,1949,,2025/08/06,to-read,to-read (#197),to-read,,,,0,0
37794149,"A Memory Called Empire (Teixcalaan, #1)",Arkady Martine,"Martine, Arkady",,"=""1529001587""","=""9781529001587""",3,Tor,Paperback,448,2019,2019,2025/07/13,2025/07/03,,,read,,,,1,0
22381326,"Half a War (Shattered Sea, #3)",Joe Abercrombie,"Abercrombie, Joe",,"=""""","=""""",5,Harper Voyager,Kindle Edition,513,2015,2015,,2025/06/17,,,read,,,,2,0
22055283,"Half the World (Shattered Sea, #2)",Joe Abercrombie,"Abercrombie, Joe",,"=""0804178429""","=""9780804178426""",5,Del Rey,Hardcover,366,2015,2015,2025/06/26,2025/06/17,,,read,,,,1,0
37586799,"Half a King (Shattered Sea, #1)",Joe Abercrombie,"Abercrombie, Joe",,"=""0007550227""","=""9780007550227""",4,HarperVoyager,Paperback,416,2018,2014,,2025/06/09,,,read,,,,2,0
62712920,Pax: War and Peace in Rome's Golden Age,Tom Holland,"Holland, Tom",,"=""1408706989""","=""9781408706985""",4,Abacus ,Hardcover,400,2023,2023,2025/05/29,2025/06/09,,,read,,,,1,0
28789711,SPQR: A History of Ancient Rome,Mary Beard,"Beard, Mary",,"=""1631492225""","=""9781631492228""",4,Liveright,Paperback,606,2016,2015,2025/05/26,2025/04/30,,,read,,,,1,0
68546,Caesar's Legion: The Epic Saga of Julius Caesar's Elite Tenth Legion and the Armies of Rome,Stephen Dando-Collins,"Dando-Collins, Stephen",,"=""0471686131""","=""9780471686132""",4,Wiley (TP),Paperback,336,2004,2002,2025/05/28,2025/05/30,,,read,,,,1,0
195512668,"The Tainted Cup (Shadow of the Leviathan, #1)",Robert Jackson Bennett,"Bennett, Robert Jackson",,"=""1399725378""","=""9781399725378""",0,Hodderscape,Kindle Edition,432,2024,2024,,2025/05/21,to-read,to-read (#196),to-read,,,,0,0
212276037,"The Devils (The Devils, #1)",Joe Abercrombie,"Abercrombie, Joe",John Anthony di Giovanni,"=""""","=""""",5,The Broken Binding,Hardcover,565,2025,2025,2025/05/21,2025/05/08,,,read,,,,1,0
576729,"The Iron Hand of Mars (Marcus Didius Falco, #4)",Lindsey Davis,"Davis, Lindsey",,"=""034538024X""","=""9780345380241""",3,Ballantine Books,Mass Market Paperback,294,1994,1992,2025/04/01,2025/04/30,,,read,,,,1,0
210384823,Shroud,Adrian Tchaikovsky,"Tchaikovsky, Adrian",,"=""1035013797""","=""9781035013791""",5,Tor,Hardcover,436,2025,2025,2025/04/02,2025/04/01,,,read,,,,1,0
223436601,"Careless People: A Cautionary Tale of Power, Greed, and Lost Idealism",Sarah Wynn-Williams,"Wynn-Williams, Sarah",,"=""1250391237""","=""9781250391230""",4,Flatiron Books,Hardcover,382,2025,2025,2025/04/01,2025/03/27,,,read,,,,1,0
28811019,"Blood of Empire (Gods of Blood and Powder, #3)",Brian  McClellan,"McClellan, Brian",,"=""""","=""""",4,Orbit,Unknown Binding,592,2019,2019,2025/03/27,2018/05/16,,,read,,,,1,0
28811018,"Wrath of Empire (Gods of Blood and Powder, #2)",Brian  McClellan,"McClellan, Brian",,"=""0356509311""","=""9780356509310""",5,Orbit,Paperback,639,2018,2018,2025/03/13,2018/05/16,,,read,,,,1,0
