Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
55037555,"Bear Head (Dogs of War, #2)",Adrian Tchaikovsky,"Tchaikovsky, Adrian",,"=""1800241542""","=""9781800241541""",0,Head of Zeus,Hardcover,400,2021,2021,,2020/10/10,to-read,to-read (#164),to-read,,,,0,0
50663061,"The Expert System’s Champion (Expert System, #2)",Adrian Tchaikovsky,"Tchaikovsky, Adrian",,"=""""","=""""",0,Tor Books,Kindle Edition,194,2021,2021,,2020/10/10,to-read,to-read (#163),to-read,,,,0,0
37941670,"The Expert System's Brother (Expert System, #1)",Adrian Tchaikovsky,"Tchaikovsky, Adrian",,"=""1250197562""","=""9781250197566""",0,Tordotcom,Paperback,167,2018,2018,,2020/10/10,to-read,to-read (#162),to-read,,,,0,0
44230,"The Silver Pigs (Marcus Didius Falco, #1)",Lindsey Davis,"Davis, Lindsey",,"=""031235777X""","=""9780312357771""",5,Minotaur Books,Mass Market Paperback,329,2006,1989,2020/08/31,2020/08/14,,,read,,,,1,0
52758714,Firewalkers,Adrian Tchaikovsky,"Tchaikovsky, Adrian",,"=""1781088489""","=""9781781088487""",0,Solaris,Hardcover,184,2020,2020,2020/07/08,2020/07/07,,,read,,,,1,0
40376072,"Children of Ruin (Children of Time, #2)",Adrian Tchaikovsky,"Tchaikovsky, Adrian",Mel Hudson,"=""""","=""""",5,Macmillan Digital Audio,Audible Audio,597,2019,2019,2020/07/07,2020/01/04,,,read,,,,1,0
39792427,"One Word Kill (Impossible Times, #1)",Mark  Lawrence,"Lawrence, Mark",,"=""1503958264""","=""9781503958265""",5,47North,Kindle Edition,201,2019,2019,2020/06/21,2020/06/21,,,read,,,,2,0
15821931,Jam,Yahtzee Croshaw,"Croshaw, Yahtzee",,"=""1595829571""","=""9781595829573""",4,Dark Horse,Paperback,398,2012,2012,2020/06/14,2020/06/10,,,read,,,,1,0
39027664,Differently Morphous,Yahtzee Croshaw,"Croshaw, Yahtzee",,"=""""","=""""",0,"Audible Originals, LLC.",Audiobook,1,2018,2019,,2020/06/10,to-read,to-read (#161),to-read,,,,0,0
7923163,Mogworld,Yahtzee Croshaw,"Croshaw, Yahtzee",,"=""1595825290""","=""9781595825292""",4,Dark Horse,Mass Market Paperback,413,2010,2010,2020/06/09,2020/06/02,,,read,,,,1,0
53010571,"Will Destroy the Galaxy for Cash (Jacques McKeown, #2)",Yahtzee Croshaw,"Croshaw, Yahtzee",,"=""""","=""""",5,Audible Original,Audible Audio,9,2019,2019,2020/06/02,2020/05/17,,,read,,,,1,0
30400208,"Will Save the Galaxy for Food (Jacques McKeown, #1)",Yahtzee Croshaw,"Croshaw, Yahtzee",Em Gist,"=""1506701655""","=""9781506701653""",5,Dark Horse Books,Paperback,286,2017,2017,2020/05/27,2020/05/17,,,read,,,,1,0
36510196,"Old Man's War (Old Man's War, #1)",John Scalzi,"Scalzi, John",,"=""""","=""""",3,Tor Books,Kindle Edition,318,2007,2005,2020/05/17,2020/05/07,,,read,,,,1,0
15698479,"The Human Division (Old Man's War, #5)",John Scalzi,"Scalzi, John",,"=""0765333511""","=""9780765333513""",0,Tor Books,Hardcover,431,2013,2013,,2020/05/07,to-read,to-read (#160),to-read,,,,0,0
8627906,"After the Coup (Old Man's War, #4.5)",John Scalzi,"Scalzi, John",John Harris,"=""1429952121""","=""9781429952125""",0,Tor.com,ebook,26,2008,2008,,2020/05/07,to-read,to-read (#159),to-read,,,,0,0
2102600,"Zoe's Tale (Old Man's War, #4)",John Scalzi,"Scalzi, John",,"=""0765316986""","=""9780765316981""",0,Tor Books,Hardcover,335,2008,2008,,2020/05/07,to-read,to-read (#158),to-read,,,,0,0
88071,"The Last Colony (Old Man's War, #3)",John Scalzi,"Scalzi, John",,"=""0765316978""","=""9780765316974""",0,Tor Books,Hardcover,320,2007,2007,,2020/05/07,to-read,to-read (#157),to-read,,,,0,0
61664,The Sagan Diary (Old Man's War #2.5),John Scalzi,"Scalzi, John",Bob Eggleton,"=""1596061030""","=""9781596061033""",0,Subterranean Press,Hardcover,100,2007,2007,,2020/05/07,to-read,to-read (#156),to-read,,,,0,0
239399,"The Ghost Brigades (Old Man's War, #2)",John Scalzi,"Scalzi, John",,"=""0765354063""","=""9780765354068""",0,Tom Doherty Associates,Mass Market Paperback,343,2007,2006,,2020/05/07,to-read,to-read (#155),to-read,,,,0,0
346685,"Questions for a Soldier (Old Man's War, #1.5)",John Scalzi,"Scalzi, John",Bob Eggleton,"=""1596060484""","=""9781596060487""",0,Subterranean Press,Paperback,30,2005,2005,,2020/05/07,to-read,to-read (#154),to-read,,,,0,0
38322550,"The Last Emperox (The Interdependency, #3)",John Scalzi,"Scalzi, John",Wil Wheaton,"=""""","=""""",5,Audible Studios,Hardcover,320,2020,2020,2020/05/07,2020/05/03,,,read,,,,1,0
34942741,"The Consuming Fire (The Interdependency, #2)",John Scalzi,"Scalzi, John",,"=""""","=""""",0,Tor Books,Kindle Edition,304,2018,2018,,2020/05/03,,,read,,,,1,0
33571713,"A Column of Fire (Kingsbridge, #3)",Ken Follett,"Follett, Ken",,"=""052595497X""","=""9780525954972""",0,Viking Penguin,Hardcover,916,2017,2017,,2020/05/01,to-read,to-read (#153),to-read,,,,0,0
5064,"World Without End (Kingsbridge, #2)",Ken Follett,"Follett, Ken",,"=""""","=""""",0,Dutton,Hardcover,1237,2007,2007,,2020/05/01,to-read,to-read (#152),to-read,,,,0,0
5043,"The Pillars of the Earth (Kingsbridge, #1)",Ken Follett,"Follett, Ken",,"=""045122213X""","=""9780451222138""",0,Penguin Books,Paperback,976,2007,1989,,2020/05/01,to-read,to-read (#151),to-read,,,,0,0
36262251,The Redemption of Time (Remembrance of Earth’s Past),Baoshu,"Baoshu, Baoshu",Ken Liu,"=""1788542207""","=""9781788542203""",0,Head of Zeus,Hardcover,400,2019,2011,,2020/05/01,to-read,to-read (#150),to-read,,,,0,0
25451264,"Death's End (Remembrance of Earth’s Past, #3)",Liu Cixin,"Cixin, Liu",Ken Liu,"=""0765377101""","=""9780765377104""",0,TOR,Hardcover,604,2016,2010,,2020/05/01,to-read,to-read (#149),to-read,,,,0,0
23168817,"The Dark Forest (Remembrance of Earth’s Past, #2)",Liu Cixin,"Cixin, Liu",Joel Martinsen,"=""""","=""""",0,Tor Books,Hardcover,512,2015,2008,,2020/05/01,to-read,to-read (#148),to-read,,,,0,0
15839976,"Red Rising (Red Rising Saga, #1)",Pierce Brown,"Brown, Pierce",,"=""0345539788""","=""9780345539786""",2,Del Rey,Hardcover,382,2014,2014,2020/04/18,2020/03/29,,,read,,,,1,0
25499718,"Children of Time (Children of Time, #1)",Adrian Tchaikovsky,"Tchaikovsky, Adrian",,"=""1447273281""","=""9781447273288""",0,PanMacmillan,Hardcover,600,2015,2015,2020/03/10,2020/01/04,,,read,,,,1,0
50190168,"The Lost Colony (The Long Winter, #3)",A.G. Riddle,"Riddle, A.G.",,"=""1940026261""","=""9781940026268""",0,Legion Books,Kindle Edition,380,2019,2019,,2020/03/10,to-read,to-read (#147),to-read,,,,0,0
44164651,"The Solar War (The Long Winter, #2)",A.G. Riddle,"Riddle, A.G.",,"=""""","=""""",0,Legion Books,ebook,498,2019,2019,,2020/03/10,to-read,to-read (#146),to-read,,,,0,0
43720168,"Winter World (The Long Winter, #1)",A.G. Riddle,"Riddle, A.G.",,"=""1940026202""","=""9781940026206""",0,Legion Books,Kindle Edition,472,2019,2019,,2020/03/10,to-read,to-read (#145),to-read,,,,0,0
1138069,Faith and Fire (Sisters of Battle #1),James Swallow,"Swallow, James",,"=""1844162893""","=""9781844162895""",5,Black Library,Mass Market Paperback,416,2006,2006,2020/03/10,2020/03/10,,,read,,,,1,0
1678745,"Legion (The Horus Heresy, #7)",Dan Abnett,"Abnett, Dan",,"=""1844165361""","=""9781844165360""",5,Games Workshop,Mass Market Paperback,416,2008,2008,2020/03/02,2019/12/23,,,read,,,,1,0
52178540,"Blood Tally (Valkyrie Collections, #2)",Brian McClellan,"McClellan, Brian",,"=""""","=""9780996232388""",0,Brian McClellan,ebook,164,2020,2020,,2019/12/30,to-read,to-read (#140),to-read,,,,0,0
40198358,"The Desert Prince (Nightfall Saga, #1)",Peter V. Brett,"Brett, Peter V.",,"=""0008309779""","=""9780008309770""",0,HarperVoyager,Hardcover,636,2021,2021,,2020/02/26,to-read,to-read (#144),to-read,,,,0,0
768929,"Descent of Angels (The Horus Heresy, #6)",Mitchel Scanlon,"Scanlon, Mitchel",,"=""1844165086""","=""9781844165087""",5,BL Publishing,Mass Market Paperback,413,2007,2007,2020/02/22,2019/12/23,,,read,,,,1,0
957931,"Fulgrim (The Horus Heresy, #5)",Graham McNeill,"McNeill, Graham",,"=""1844164764""","=""9781844164769""",5,Games Workshop,Mass Market Paperback,512,2007,2007,2020/02/16,2019/12/23,,,read,,,,1,0
38726697,Silent Invasion: China's Influence In Australia,Clive Hamilton,"Hamilton, Clive",,"=""1743585446""","=""9781743585443""",0,Hardie Grant Books,Kindle Edition,801,2018,2018,,2019/09/16,to-read,to-read (#118),to-read,,,,0,0
43263680,"Ninth House (Alex Stern, #1)",Leigh Bardugo,"Bardugo, Leigh",,"=""1250313074""","=""9781250313072""",0,Flatiron Books,Hardcover,461,2019,2019,,2020/01/31,to-read,to-read (#143),to-read,,,,0,0
44020966,"Salvation Lost (Salvation Sequence, #2)",Peter F. Hamilton,"Hamilton, Peter F.",,"=""0399178864""","=""9780399178863""",0,Del Rey Books,Kindle Edition,494,2019,2019,,2019/04/30,to-read,to-read (#100),to-read,,,,0,0
80155,"The Flight of the Eisenstein (The Horus Heresy, #4)",James Swallow,"Swallow, James",,"=""1844164594""","=""9781844164592""",5,Black Library,Mass Market Paperback,416,2007,2007,2020/01/26,2019/12/23,,,read,,,,1,0
815091,"Galaxy in Flames (The Horus Heresy, #3)",Ben Counter,"Counter, Ben",,"=""1844163938""","=""9781844163939""",5,Games Workshop,Mass Market Paperback,416,2006,2006,2020/01/18,2019/12/23,,,read,,,,1,0
42769202,"Starsight (Skyward, #2)",Brandon Sanderson,"Sanderson, Brandon",,"=""1473217903""","=""9781473217904""",0,Orion Publishing Co,Paperback,461,2019,2019,,2020/01/06,to-read,to-read (#142),to-read,,,,0,0
36642458,"Skyward (Skyward, #1)",Brandon Sanderson,"Sanderson, Brandon",,"=""1473217857""","=""9781473217850""",0,Gollancz,Hardcover,513,2018,2018,,2020/01/06,to-read,to-read (#141),to-read,,,,0,0
43716670,"Uncanny Collateral (Valkyrie Collections, #1)",Brian  McClellan,"McClellan, Brian",,"=""""","=""""",3,,Kindle Edition,145,2019,2019,2020/01/04,2019/12/30,,,read,,,,1,0
187065,"New Spring (The Wheel of Time, #0)",Robert Jordan,"Jordan, Robert",,"=""1841492612""","=""9781841492612""",5,Orbit,Paperback,423,2004,2004,,2019/12/17,,,read,,,,2,0
12814594,"The Drowned Cities (Ship Breaker, #2)",Paolo Bacigalupi,"Bacigalupi, Paolo",,"=""0316056243""","=""9780316056243""",0,"Little, Brown Books for Young Readers",Hardcover,437,2012,2012,,2019/12/28,to-read,to-read (#139),to-read,,,,0,0
6597651,The Windup Girl,Paolo Bacigalupi,"Bacigalupi, Paolo",,"=""1597801577""","=""9781597801577""",0,Night Shade Books,Hardcover,359,2009,2009,,2019/12/28,to-read,to-read (#138),to-read,,,,0,0
7095831,"Ship Breaker (Ship Breaker, #1)",Paolo Bacigalupi,"Bacigalupi, Paolo",,"=""0316056219""","=""9780316056212""",0,"Little, Brown Books for Young Readers",Hardcover,326,2010,2010,,2019/12/28,to-read,to-read (#137),to-read,,,,0,0
23209924,The Water Knife,Paolo Bacigalupi,"Bacigalupi, Paolo",,"=""0385352875""","=""9780385352871""",0,Knopf,Hardcover,371,2015,2015,,2019/12/28,to-read,to-read (#136),to-read,,,,0,0
6022863,"Fallen Angels (The Horus Heresy, #11)",Mike  Lee,"Lee, Mike",,"=""1844167291""","=""9781844167296""",0,Games Workshop,Mass Market Paperback,416,2009,2009,,2019/12/23,to-read,to-read (#135),to-read,,,,0,0
6057020,"Tales of Heresy (The Horus Heresy, #10)",Nick Kyme,"Kyme, Nick","Lindsey Priestley, Dan Abnett, Mike  Lee, Anthony Reynolds, James Swallow, Gav Thorpe, Graham McNeill, Matthew Farrer","=""1844166821""","=""9781844166824""",0,Games Workshop,Mass Market Paperback,416,2009,2009,,2019/12/23,to-read,to-read (#134),to-read,,,,0,0
2941259,"Mechanicum (The Horus Heresy, #9)",Graham McNeill,"McNeill, Graham",,"=""1844166066""","=""9781844166060""",0,Games Workshop,Mass Market Paperback,416,2008,2008,,2019/12/23,to-read,to-read (#133),to-read,,,,0,0
381817,"False Gods (The Horus Heresy, #2)",Graham McNeill,"McNeill, Graham",,"=""1844163709""","=""9781844163700""",5,Black Library,Mass Market Paperback,416,2006,2006,2019/12/23,2019/12/21,,,read,,,,1,0
26118426,"Ninefox Gambit (The Machineries of Empire, #1)",Yoon Ha Lee,"Lee, Yoon Ha",,"=""""","=""""",0,Solaris Books,Paperback,384,2016,2016,,2019/12/22,to-read,to-read (#132),to-read,,,,0,0
46156880,"And Shall Machines Surrender (Machine Mandate, #1)",Benjanun Sriduangkaew,"Sriduangkaew, Benjanun",,"=""1607015331""","=""9781607015338""",0,Prime Books,Kindle Edition,87,2019,2019,,2019/12/22,to-read,to-read (#131),to-read,,,,0,0
43190272,"To Be Taught, If Fortunate",Becky Chambers,"Chambers, Becky",,"=""0062936018""","=""9780062936011""",0,Harper Voyager,Paperback,153,2019,2019,,2019/12/22,to-read,to-read (#130),to-read,,,,0,0
43582376,The Body: A Guide for Occupants,Bill Bryson,"Bryson, Bill",,"=""0385539304""","=""9780385539302""",0,Doubleday Books,Hardcover,450,2019,2019,,2019/12/22,to-read,to-read (#129),to-read,,,,0,0
43848929,Talking to Strangers: What We Should Know About the People We Don't Know,Malcolm Gladwell,"Gladwell, Malcolm",,"=""0316478520""","=""9780316478526""",0,"Little, Brown and Company",Hardcover,388,2019,2019,,2019/12/22,to-read,to-read (#128),to-read,,,,0,0
7873438,Sleights of Mind: What the Neuroscience of Magic Reveals about Our Everyday Deceptions,Stephen L. Macknik,"Macknik, Stephen L.","Susana Martinez-Conde, Sandra Blakeslee","=""0805092811""","=""9780805092813""",0,Henry Holt and Co.,Hardcover,291,2010,2010,,2013/01/06,to-read,to-read (#127),to-read,,,,0,0
17210114,Textbook of Political-military Counterdeception: Basic Principles & Methods,Barton Whaley,"Whaley, Barton",Susan Stratton Aykroyd,"=""""","=""""",0,National Defense Intelligence College,Unknown Binding,186,2007,2007,,2013/01/06,to-read,to-read (#126),to-read,,,,0,0
28815,Influence: The Psychology of Persuasion,Robert B. Cialdini,"Cialdini, Robert B.",,"=""006124189X""","=""9780061241895""",0,Harper Business,Paperback,320,2006,1984,,2013/01/06,to-read,to-read (#125),to-read,,,,0,0
403452,The Big Con: The Story of the Confidence Man,David W. Maurer,"Maurer, David W.",Lucy Sante,"=""0385495382""","=""9780385495387""",0,Anchor,Paperback,315,1999,1940,,2013/01/06,to-read,to-read (#124),to-read,,,,0,0
564850,Whiz Mob: A Correlation of the Technical Argot of Pickpockets with Their Behavior Pattern,David W. Maurer,"Maurer, David W.",,"=""0808403222""","=""9780808403227""",0,Rowman & Littlefield Publishers,Hardcover,216,1964,1964,,2013/01/06,to-read,to-read (#123),to-read,,,,0,0
625603,"Horus Rising (The Horus Heresy, #1)",Dan Abnett,"Abnett, Dan",,"=""184416294X""","=""9781844162949""",5,Black Library,Paperback,416,2006,2006,2019/12/21,2019/12/18,,,read,,,,1,0
629,"Zen and the Art of Motorcycle Maintenance: An Inquiry Into Values (Phaedrus, #1)",Robert M. Pirsig,"Pirsig, Robert M.",,"=""0060589469""","=""9780060589462""",0,HarperTorch,Mass Market Paperback,540,2006,1974,2019/12/21,2017/02/01,,,read,,,,1,0
45102,"Ship of Destiny (Liveship Traders, #3)",Robin Hobb,"Hobb, Robin",,"=""""","=""""",0,Bantam Spectra,Mass Market Paperback,789,2001,2000,,2019/12/20,to-read,to-read (#122),to-read,,,,0,0
45101,"The Mad Ship (Liveship Traders, #2)",Robin Hobb,"Hobb, Robin",,"=""0006498868""","=""9780006498865""",0,Harper Voyager,Mass Market Paperback,906,2008,1999,,2019/12/20,to-read,to-read (#121),to-read,,,,0,0
45100,"Ship of Magic (Liveship Traders, #1)",Robin Hobb,"Hobb, Robin",,"=""000649885X""","=""9780006498858""",0,Voyager,Mass Market Paperback,880,1999,1998,,2019/12/20,to-read,to-read (#120),to-read,,,,0,0
33396914,"Assassin's Quest (Farseer Trilogy, #3)",Robin Hobb,"Hobb, Robin",,"=""""","=""""",5,Spectra,Kindle Edition,757,2016,1997,2019/12/17,2019/10/18,,,read,,,,1,0
42592353,"Age of Legend (The Legends of the First Empire, #4)",Michael J. Sullivan,"Sullivan, Michael J.",Simonetti,"=""194414529X""","=""9781944145293""",0,Riyria Enterprises LLC,Hardcover,480,2019,2019,,2019/04/30,to-read,to-read (#101),to-read,,,,0,0
25300956,"Royal Assassin (Farseer Trilogy, #2)",Robin Hobb,"Hobb, Robin",,"=""""","=""""",5,Spectra,Kindle Edition,675,2015,1996,2019/11/29,2019/10/18,,,read,,,,1,0
36047195,"The Mad Lancers (Gods of Blood and Powder, #0.5)",Brian  McClellan,"McClellan, Brian",,"=""""","=""""",0,,Kindle Edition,76,2017,2017,,2019/12/03,to-read,to-read (#119),to-read,,,,0,0
77197,"Assassin's Apprentice (Farseer Trilogy, #1)",Robin Hobb,"Hobb, Robin",,"=""055357339X""","=""9780553573398""",5,Spectra Books,Mass Market Paperback,435,1996,1995,2019/11/01,2019/10/18,,,read,,,,1,0
22171697,"Fear the Sky (The Fear Saga, #1)",Stephen     Moss,"Moss, Stephen",,"=""""","=""""",2,Stephen Moss,Kindle Edition,394,2014,2014,2019/10/07,2019/09/11,,,read,,,,1,0
24292598,"Outland (Quantum Earth, #1)",Dennis E. Taylor,"Taylor, Dennis E.",,"=""""","=""""",4,,Kindle Edition,360,2015,2015,2019/10/06,2019/10/01,,,read,,,,1,0
18052169,"Age of War (The Legends of the First Empire, #3)",Michael J. Sullivan,"Sullivan, Michael J.",,"=""""","=""9781101965405""",4,Del Rey,ebook,462,2018,2018,2019/10/01,2019/04/30,,,read,,,,1,0
32337902,"Age of Swords (The Legends of the First Empire, #2)",Michael J. Sullivan,"Sullivan, Michael J.",Marc Simonetti,"=""1101965363""","=""9781101965368""",4,Del Rey,Hardcover,496,2017,2017,2019/08/30,2019/04/30,,,read,,,,1,0
843565,"Voyage (NASA Trilogy, #1)",Stephen Baxter,"Baxter, Stephen",,"=""0061057088""","=""9780061057083""",0,Harper Voyager,Mass Market Paperback,784,1997,1996,,2019/09/07,to-read,to-read (#115),to-read,,,,0,0
63775,"Moonseed (NASA Trilogy, #3)",Stephen Baxter,"Baxter, Stephen",,"=""006105903X""","=""9780061059032""",0,Harper Voyager ,Paperback,672,1999,1998,,2019/09/07,to-read,to-read (#117),to-read,,,,0,0
64007,Titan,Stephen Baxter,"Baxter, Stephen",,"=""2290309737""","=""9782290309735""",0,J'ai Lu,Mass Market Paperback,700,2001,1997,,2019/09/07,to-read,to-read (#116),to-read,,,,0,0
7519231,"All Clear (Oxford Time Travel, 4)",Connie Willis,"Willis, Connie",,"=""0553807676""","=""9780553807677""",0,Spectra,Hardcover,656,2010,2010,,2019/09/07,to-read,to-read (#114),to-read,,,,0,0
77773,"To Say Nothing of the Dog (Oxford Time Travel, #2)",Connie Willis,"Willis, Connie",,"=""0553575384""","=""9780553575385""",0,Bantam Books,Mass Market Paperback,493,1998,1997,,2019/09/07,to-read,to-read (#113),to-read,,,,0,0
24983,"Doomsday Book (Oxford Time Travel, #1)",Connie Willis,"Willis, Connie",,"=""0553562738""","=""9780553562736""",0,Bantam Spectra,Mass Market Paperback,578,1992,1992,,2019/09/07,to-read,to-read (#112),to-read,,,,0,0
6506307,"Blackout (Oxford Time Travel, #3)",Connie Willis,"Willis, Connie",,"=""0553803190""","=""9780553803198""",0,Spectra,Hardcover,491,2010,2010,,2019/09/07,to-read,to-read (#111),to-read,,,,0,0
31287693,Dragon Teeth,Michael Crichton,"Crichton, Michael",,"=""0008173060""","=""9780008173067""",0,HarperCollins Publishers,Paperback,295,2017,2017,,2019/09/07,to-read,to-read (#110),to-read,,,,0,0
26863057,"Age of Myth (The Legends of the First Empire, #1)",Michael J. Sullivan,"Sullivan, Michael J.",,"=""1101965339""","=""9781101965337""",5,Del Rey,Hardcover,432,2016,2016,2019/08/29,2019/04/30,,,read,,,,1,0
35506021,"All These Worlds (Bobiverse, #3)",Dennis E. Taylor,"Taylor, Dennis E.",,"=""""","=""""",5,Ethan Ellenberg Literary Agency,Kindle Edition,336,2017,2017,2019/08/05,2018/10/27,,,read,,,,1,0
33395557,"For We Are Many (Bobiverse, #2)",Dennis E. Taylor,"Taylor, Dennis E.",Ray Porter,"=""""","=""""",5,Audible Studios,Audible Audio,311,2017,2017,2019/07/15,2018/10/27,,,read,,,,1,0
32109569,"We Are Legion (We Are Bob) (Bobiverse, #1)",Dennis E. Taylor,"Taylor, Dennis E.",,"=""""","=""""",5,Worldbuilders Press,Kindle Edition,383,2016,2016,2019/07/14,2018/10/27,,,read,,,,1,0
444944,"Triplanetary (Lensman, #1)","E.E. ""Doc"" Smith","Smith, E.E. ""Doc""",A.J. Donnell,"=""1882968093""","=""9781882968091""",4,Old Earth Books,Paperback,287,1997,1934,2019/07/02,2019/04/25,,,read,,,,1,0
22733729,"The Long Way to a Small, Angry Planet (Wayfarers, #1)",Becky Chambers,"Chambers, Becky",,"=""1500453307""","=""9781500453305""",3,CreateSpace Independent Publishing Platform ,Paperback,518,2014,2014,2019/06/25,2019/05/16,,,read,,,,1,0
28464896,"Hell Divers (Hell Divers, #1)",Nicholas Sansbury Smith,"Smith, Nicholas Sansbury",R.C. Bray,"=""1504713958""","=""9781504713955""",1,Blackstone Pub,Audiobook,,2016,2016,2019/06/08,2018/09/03,,,read,,,,1,0
35519101,"Rogue Protocol (The Murderbot Diaries, #3)",Martha Wells,"Wells, Martha",,"=""1250191785""","=""9781250191786""",5,Tor.com,Hardcover,159,2018,2018,2019/06/08,2019/05/30,,,read,,,,1,0
36223860,"Artificial Condition (The Murderbot Diaries, #2)",Martha Wells,"Wells, Martha",,"=""""","=""""",5,Tor.com,Hardcover,158,2018,2018,2019/05/30,2019/05/27,,,read,,,,1,0
32758901,"All Systems Red (The Murderbot Diaries, #1)",Martha Wells,"Wells, Martha",,"=""""","=""""",5,Tor.com,ebook,144,2017,2017,2019/05/27,2019/02/24,,,read,,,,1,0
27188723,"Counterstrike (Black Fleet Trilogy, #3)",Joshua Dalzelle,"Dalzelle, Joshua",,"=""""","=""""",3,,Kindle Edition,361,2015,2015,2019/05/24,2019/05/24,,,read,,,,1,0
25652274,"Call to Arms (Black Fleet Trilogy, #2)",Joshua Dalzelle,"Dalzelle, Joshua",,"=""""","=""""",4,,Kindle Edition,332,2015,2015,2019/05/13,2019/05/09,,,read,,,,1,0
32802595,"Record of a Spaceborn Few (Wayfarers, #3)",Becky Chambers,"Chambers, Becky",,"=""1473647606""","=""9781473647602""",0,Hodder & Stoughton,Hardcover,359,2018,2018,,2019/05/16,to-read,to-read (#109),to-read,,,,0,0
29475447,"A Closed and Common Orbit (Wayfarers, #2)",Becky Chambers,"Chambers, Becky",,"=""1473621445""","=""9781473621442""",0,Hodder & Stoughton,Hardcover,365,2016,2016,,2019/05/16,to-read,to-read (#108),to-read,,,,0,0
2767793,"The Hero of Ages (Mistborn, #3)",Brandon Sanderson,"Sanderson, Brandon",,"=""0765316897""","=""9780765316899""",0,Tor Books,Hardcover,572,2008,2008,,2019/05/09,to-read,to-read (#107),to-read,,,,0,0
68429,"The Well of Ascension (Mistborn, #2)",Brandon Sanderson,"Sanderson, Brandon",,"=""0765316889""","=""9780765316882""",0,Tor Books,Hardcover,590,2007,2007,,2019/05/09,to-read,to-read (#106),to-read,,,,0,0
68428,"Mistborn: The Final Empire (Mistborn, #1)",Brandon Sanderson,"Sanderson, Brandon",,"=""""","=""9780765311788""",0,Tor Books,Hardcover,541,2006,2006,,2019/05/09,to-read,to-read (#105),to-read,,,,0,0
24292492,"Warship (Black Fleet Trilogy, #1)",Joshua Dalzelle,"Dalzelle, Joshua",,"=""""","=""""",5,,Kindle Edition,310,2015,2015,2019/05/09,2019/04/29,,,read,,,,1,0
44666731,"Fall; or, Dodge in Hell",Neal Stephenson,"Stephenson, Neal",,"=""1460706994""","=""9781460706992""",0,HarperCollins,Kindle Edition,720,2019,2019,,2019/04/30,to-read,to-read (#104),to-read,,,,0,0
23654840,"Age of Empyre (The Legends of the First Empire, #6)",Michael J. Sullivan,"Sullivan, Michael J.",,"=""1943363226""","=""9781943363223""",0,"Riyria Enterprises, LLC",Kindle Edition,395,2020,2020,,2019/04/30,to-read,to-read (#103),to-read,,,,0,0
30613608,"Age of Death (The Legends of the First Empire, #5)",Michael J. Sullivan,"Sullivan, Michael J.",,"=""""","=""""",0,Riyria Enterprises LLC,ebook,420,2020,2020,,2019/04/30,to-read,to-read (#102),to-read,,,,0,0
2165,The Old Man and the Sea,Ernest Hemingway,"Hemingway, Ernest",,"=""0684830493""","=""9780684830490""",5,Scribner,Hardcover,96,1996,1952,2019/04/29,2019/04/29,,,read,,,,1,0
710829,Planet of the Damned,Harry Harrison,"Harrison, Harry","Robbie Rogers, John Rose","=""""","=""""",0,LibriVox,Audiobook,169,2008,1962,,2019/04/25,to-read,to-read (#99),to-read,,,,0,0
34928122,Artemis,Andy Weir,"Weir, Andy",,"=""0553448129""","=""9780553448122""",5,Crown,Hardcover,305,2017,2017,2019/04/17,2018/10/27,,,read,,,,1,0
776489,Inherit the Stars,James P. Hogan,"Hogan, James P.",,"=""0345257049""","=""9780345257048""",0,Del Rey,Mass Market Paperback,216,1977,1977,,2019/04/20,to-read,to-read (#98),to-read,,,,0,0
248787,The World Without Us,Alan Weisman,"Weisman, Alan",,"=""""","=""""",0,Thomas Dunne Books,Hardcover,324,2007,2007,,2019/04/20,to-read,to-read (#97),to-read,,,,0,0
16115738,The X-15 Rocket Plane: Flying the First Wings into Space,Michelle  Evans,"Evans, Michelle",Joe Engle,"=""0803228406""","=""9780803228405""",5,University of Nebraska Press,Hardcover,480,2013,2013,2019/04/16,2019/04/16,,,read,,,,1,0
35414997,Rocket Men: The Daring Odyssey of Apollo 8 and the Astronauts Who Made Man's First Journey to the Moon,Robert Kurson,"Kurson, Robert",,"=""0812988701""","=""9780812988703""",5,Random House,Hardcover,384,2018,2018,2019/03/28,2019/03/18,,,read,,,,1,0
117840,Imperial Earth,Arthur C. Clarke,"Clarke, Arthur C.",,"=""1416504540""","=""9781416504542""",0,I Books,Paperback,320,2005,1975,,2019/03/28,to-read,to-read (#96),to-read,,,,0,0
35820369,The Rise and Fall of the Dinosaurs: A New History of a Lost World,Steve Brusatte,"Brusatte, Steve",,"=""0062490427""","=""9780062490421""",0,Mariner Books,Hardcover,404,2018,2018,,2019/03/26,to-read,to-read (#95),to-read,,,,0,0
22200,"Count Zero (Sprawl, #2)",William Gibson,"Gibson, William",,"=""""","=""""",5,Ace Books,Paperback,308,2006,1986,,2019/03/17,,,read,,,,1,0
34943643,"Agency (Jackpot, #2)",William Gibson,"Gibson, William",,"=""1101986956""","=""9781101986950""",0,Berkley Books,Kindle Edition,413,2020,2020,,2019/03/17,to-read,to-read (#94),to-read,,,,0,0
